3.570497436523437500e+02,3.336722106933593750e+02,4.369826965332031250e+02,3.732726135253906250e+02,3.673872680664062500e+02,4.636263732910156250e+02,3.843162231445312500e+02,3.921734619140625000e+02,5.565463867187500000e+02,5.721792602539062500e+02,6.643576049804687500e+02,8.744230957031250000e+02
1.742503173828125000e+03,2.350979248046875000e+03,2.089455566406250000e+03,7.555172729492187500e+02,1.491457763671875000e+03,2.214118164062500000e+03,3.158229980468750000e+03,1.204975585937500000e+03,1.185031494140625000e+03,1.085659057617187500e+03,1.473583862304687500e+03,1.961751220703125000e+03
7.340664672851562500e+02,5.459322509765625000e+02,5.879142456054687500e+02,1.295541259765625000e+03,6.206196899414062500e+02,6.919924926757812500e+02,6.310669555664062500e+02,5.784251098632812500e+02,1.270080444335937500e+03,8.271819458007812500e+02,1.225057983398437500e+03,1.388274536132812500e+03
4.740603332519531250e+02,4.266493530273437500e+02,4.845619812011718750e+02,6.031135253906250000e+02,7.746644897460937500e+02,4.518195800781250000e+02,5.862257080078125000e+02,5.413583374023437500e+02,8.233200683593750000e+02,8.080588989257812500e+02,9.042662353515625000e+02,1.003336303710937500e+03
1.581139038085937500e+03,6.445814819335937500e+02,2.236194580078125000e+03,4.987589416503906250e+02,5.467283325195312500e+02,1.991695922851562500e+03,2.355707855224609375e+02,3.737845458984375000e+02,4.364910278320312500e+02,4.425912780761718750e+02,1.260324096679687500e+03,1.285515991210937500e+03
1.979573974609375000e+03,3.296570556640625000e+03,3.480017089843750000e+03,4.427705993652343750e+02,6.889356689453125000e+02,1.016402832031250000e+03,1.224384155273437500e+03,4.252489318847656250e+02,9.598973999023437500e+02,1.452453369140625000e+03,7.585051269531250000e+02,1.755552368164062500e+03
4.107546875000000000e+03,8.693928222656250000e+02,4.190928039550781250e+02,1.022915344238281250e+03,5.081035156250000000e+02,4.623134460449218750e+02,1.121274780273437500e+03,6.224086425781250000e+03,2.928093505859375000e+03,3.500142517089843750e+02,5.133520507812500000e+02,7.558323974609375000e+02
1.044502319335937500e+03,1.217629394531250000e+03,9.748558349609375000e+02,1.332346801757812500e+03,1.433248168945312500e+03,1.781330688476562500e+03,1.760460937500000000e+03,1.819298583984375000e+03,2.142941894531250000e+03,1.707651245117187500e+03,2.245896484375000000e+03,1.935315185546875000e+03
5.075823059082031250e+02,4.462042236328125000e+02,2.696011657714843750e+02,2.553485717773437500e+02,3.930007934570312500e+02,3.923489379882812500e+02,2.969173889160156250e+02,2.788049011230468750e+02,4.755138549804687500e+02,3.794642333984375000e+02,4.261110534667968750e+02,3.070349121093750000e+02
5.805639038085937500e+02,6.532177124023437500e+02,5.627576293945312500e+02,5.890149536132812500e+02,1.105994140625000000e+03,9.591856079101562500e+02,7.560919799804687500e+02,1.062770141601562500e+03,8.463883666992187500e+02,9.049323120117187500e+02,9.720715332031250000e+02,1.529463623046875000e+03
1.338404052734375000e+03,7.852107543945312500e+02,1.609399780273437500e+03,1.210963745117187500e+03,1.323046752929687500e+03,1.935834960937500000e+03,1.081301513671875000e+03,9.376400756835937500e+02,1.572977905273437500e+03,2.130750732421875000e+03,1.921159179687500000e+03,1.981002441406250000e+03
8.474153442382812500e+02,1.031575561523437500e+03,6.279817504882812500e+02,1.377554199218750000e+03,1.284978027343750000e+03,1.847278930664062500e+03,1.710176513671875000e+03,1.692055053710937500e+03,1.361828247070312500e+03,6.672483520507812500e+02,1.144599121093750000e+03,1.214578125000000000e+03
2.220538330078125000e+03,8.156060180664062500e+02,9.920808593750000000e+03,1.311719116210937500e+03,1.120703247070312500e+03,7.201774902343750000e+02,2.379858642578125000e+03,9.468825683593750000e+02,1.236842773437500000e+03,1.249767944335937500e+03,1.406875854492187500e+03,1.930643798828125000e+03
2.695601074218750000e+03,5.898897705078125000e+02,1.269693847656250000e+03,6.101151733398437500e+02,4.874258117675781250e+02,6.075252075195312500e+02,2.802391052246093750e+02,7.470001464843750000e+03,1.173662597656250000e+03,5.189224243164062500e+02,1.118118774414062500e+03,8.874288330078125000e+02
5.458085937500000000e+02,5.106945800781250000e+02,6.702404174804687500e+02,2.719956054687500000e+02,5.853211059570312500e+02,5.065072326660156250e+02,5.929527587890625000e+02,1.355139038085937500e+03,5.372775268554687500e+02,3.881667480468750000e+02,1.118011718750000000e+03,8.695622558593750000e+02
8.050982055664062500e+02,8.363501586914062500e+02,1.088372802734375000e+03,9.639296875000000000e+02,1.200241455078125000e+03,1.412611816406250000e+03,9.545247192382812500e+02,1.058082885742187500e+03,1.493320312500000000e+03,1.435360229492187500e+03,2.226977539062500000e+03,1.880465576171875000e+03
6.519862670898437500e+02,3.307578125000000000e+02,4.057655639648437500e+02,3.546983642578125000e+02,8.730512084960937500e+02,7.923585815429687500e+02,9.415944824218750000e+02,3.436411743164062500e+02,8.723218994140625000e+02,2.444719696044921875e+02,4.874279785156250000e+02,8.410095214843750000e+02
6.056013183593750000e+02,6.133927001953125000e+02,1.426419921875000000e+03,5.145625610351562500e+02,1.684991943359375000e+03,9.267117309570312500e+02,1.021402160644531250e+03,1.120463256835937500e+03,1.621720092773437500e+03,1.617615478515625000e+03,1.925879028320312500e+03,2.950346191406250000e+03
6.107102050781250000e+02,5.734206542968750000e+02,1.206762329101562500e+03,7.670712280273437500e+02,4.949490234375000000e+03,1.017455566406250000e+03,1.263547729492187500e+03,7.858363647460937500e+02,6.431632080078125000e+02,9.394511108398437500e+02,1.420687133789062500e+03,1.368876098632812500e+03
2.081599609375000000e+03,1.666443237304687500e+03,2.313312255859375000e+03,6.891838989257812500e+02,1.699984252929687500e+03,8.933947143554687500e+02,4.668892822265625000e+02,3.114924011230468750e+02,9.232827148437500000e+02,3.809827880859375000e+02,8.163406982421875000e+02,1.139698242187500000e+03
